codigo,año,campaña,tem_agua,tem_aire,od,ph,olores,color,espumas,mat_susp,colif_fecales_ufc_100ml,escher_coli_ufc_100ml,enteroc_ufc_100ml,nitrato_mg_l,nh4_mg_l,p_total_l_mg_l,fosf_ortofos_mg_l,dbo_mg_l,turbiedad_ntu,hidr_deriv_petr_ug_l,ica,Poblacion_partido,Personas_con_cloacas
TI006,2021.0,verano,25.7,26.0,4.31,7.4,0.0,1.0,0.0,0.0,,,,3.9,0.21,1.1,0.27,3.7,31.0,,49.0,446949.0,144834.0
TI006,2021.0,otoño,15.7,13.0,6.9,7.0,0.0,0.0,0.0,0.0,30000.0,1000.0,800.0,2.9,0.57,0.19,,4.3,,150.0,39.0,446949.0,144834.0
TI006,2021.0,invierno,14.5,13.0,2.54,6.8,0.0,0.0,0.0,0.0,10000.0,2000.0,150.0,,4.7,0.48,0.57,6.8,22.0,,43.0,446949.0,144834.0
TI006,2021.0,primavera,25.4,33.0,6.2,6.9,0.0,0.0,0.0,1.0,2000.0,1000.0,58.0,4.2,3.3,,0.14,,36.0,,48.0,446949.0,144834.0
TI007,2021.0,verano,25.1,28.0,2.35,6.82,1.0,1.0,0.0,1.0,4000.0,2500.0,2000.0,3.1,,1.3,0.51,3.7,31.0,,30.0,446949.0,144834.0
TI007,2021.0,otoño,15.9,8.0,1.61,6.7,1.0,0.0,0.0,0.0,9000.0,2000.0,100.0,3.0,5.6,0.62,0.62,7.3,,45.0,40.0,446949.0,144834.0
TI007,2021.0,invierno,14.4,8.0,4.88,6.76,1.0,1.0,1.0,0.0,14000.0,2000.0,690.0,2.1,2.5,0.43,0.37,2.9,16.0,,35.0,446949.0,144834.0
TI007,2021.0,primavera,24.2,32.0,3.9,6.71,0.0,1.0,0.0,1.0,15000.0,12000.0,430.0,,1.8,0.25,0.39,4.2,21.0,,34.0,446949.0,144834.0
TI008,2021.0,verano,26.7,28.0,5.85,6.8,0.0,0.0,0.0,0.0,2000.0,440.0,200.0,3.1,0.06,0.94,0.31,,80.0,,49.0,446949.0,144834.0
TI008,2021.0,otoño,15.2,12.0,8.63,6.92,0.0,0.0,0.0,0.0,,,,2.8,0.16,0.19,,3.9,,160.0,75.0,446949.0,144834.0
TI008,2021.0,invierno,14.6,9.0,10.08,6.88,0.0,0.0,0.0,0.0,1000.0,600.0,100.0,2.1,0.3,,,,22.0,,65.0,446949.0,144834.0
TI008,2021.0,primavera,24.8,32.0,7.27,7.13,0.0,0.0,0.0,0.0,8000.0,150.0,40.0,,0.09,,,,32.0,,49.0,446949.0,144834.0
TI009,2021.0,verano,24.7,28.0,4.17,6.85,0.0,0.0,0.0,0.0,1900.0,360.0,150.0,2.5,0.34,0.59,0.3,,50.0,,49.0,446949.0,144834.0
TI009,2021.0,otoño,12.8,8.0,8.2,6.89,0.0,0.0,0.0,0.0,5300.0,400.0,90.0,3.0,0.98,0.19,,5.8,,140.0,46.0,446949.0,144834.0
TI009,2021.0,invierno,13.8,11.0,9.5,7.06,0.0,0.0,0.0,0.0,,,,2.2,,,,,29.0,,80.0,446949.0,144834.0
TI009,2021.0,primavera,24.0,32.0,6.12,6.96,0.0,0.0,0.0,0.0,5000.0,2000.0,40.0,4.0,0.44,,0.1,,33.0,,49.0,446949.0,144834.0
VL031,2021.0,verano,24.7,26.0,6.2,7.31,0.0,0.0,0.0,1.0,4000.0,100.0,100.0,7.1,0.39,1.6,0.43,,45.0,,46.0,282281.0,273863.0
VL031,2021.0,otoño,14.8,13.4,8.37,7.96,0.0,0.0,0.0,0.0,10000.0,7500.0,2300.0,6.3,2.1,0.36,0.36,6.1,,120.0,39.0,282281.0,273863.0
VL031,2021.0,invierno,14.0,11.0,9.08,7.59,0.0,0.0,0.0,0.0,20000.0,7000.0,800.0,5.2,0.1,0.31,0.32,4.7,16.0,,43.0,282281.0,273863.0
VL031,2021.0,primavera,22.4,24.2,7.21,7.17,0.0,0.0,0.0,0.0,8000.0,3000.0,300.0,5.2,,0.28,0.26,2.2,9.3,,46.0,282281.0,273863.0
VL032,2021.0,verano,25.7,26.0,4.7,6.66,0.0,0.0,0.0,1.0,5000.0,4000.0,820.0,5.6,0.7,1.2,0.33,,29.0,,37.0,282281.0,273863.0
VL032,2021.0,otoño,14.8,13.8,9.32,7.81,0.0,0.0,0.0,0.0,4000.0,2000.0,1400.0,5.7,0.9,0.3,0.3,9.8,,220.0,43.0,282281.0,273863.0
VL032,2021.0,invierno,13.5,11.0,9.4,7.5,0.0,0.0,0.0,0.0,20000.0,3000.0,900.0,5.7,0.3,0.32,0.31,4.0,24.0,,44.0,282281.0,273863.0
VL032,2021.0,primavera,23.6,24.2,7.0,7.14,0.0,0.0,1.0,1.0,28000.0,300.0,500.0,6.1,0.6,0.32,0.3,2.1,7.1,,37.0,282281.0,273863.0
VL033,2021.0,verano,25.5,26.0,4.07,6.92,0.0,0.0,0.0,0.0,5000.0,4500.0,350.0,6.7,0.66,0.83,0.32,,29.0,,41.0,282281.0,273863.0
VL033,2021.0,otoño,15.0,13.8,10.01,7.59,0.0,0.0,0.0,0.0,6000.0,2000.0,830.0,5.8,0.9,0.36,0.36,8.9,,250.0,43.0,282281.0,273863.0
VL033,2021.0,invierno,13.8,11.0,8.9,7.81,0.0,0.0,0.0,0.0,5000.0,400.0,100.0,4.9,0.3,0.34,0.37,4.9,19.0,,54.0,282281.0,273863.0
VL033,2021.0,primavera,25.8,24.6,8.12,7.24,0.0,0.0,0.0,0.0,8300.0,900.0,360.0,4.9,1.1,0.34,0.3,3.2,6.0,,45.0,282281.0,273863.0
AV051,2022.0,verano,25.7,22.2,4.13,7.58,0.0,0.0,0.0,0.0,5200.0,600.0,180.0,6.9,0.97,0.42,0.34,5.2,22.0,0.0,45.0,367554.0,289059.0
AV051,2022.0,otoño,17.8,14.0,4.28,7.42,0.0,0.0,0.0,0.0,270000.0,6000.0,300.0,3.9,2.0,0.45,0.42,4.1,45.0,0.0,36.0,367554.0,289059.0
AV051,2022.0,invierno,14.06,14.0,6.19,7.51,0.0,0.0,0.0,0.0,40000.0,3.0,600.0,12.6,1.5,0.31,0.31,3.7,50.0,0.0,38.0,367554.0,289059.0
AV051,2022.0,primavera,18.43,13.0,5.37,,0.0,0.0,0.0,0.0,1400.0,1350.0,80.0,3.6,2.2,0.57,0.54,,16.0,0.0,52.0,367554.0,289059.0
AV052,2022.0,verano,26.3,25.2,4.43,7.81,0.0,0.0,0.0,0.0,2500.0,2000.0,140.0,8.6,0.049,0.69,0.52,9.2,17.0,0.0,44.0,367554.0,289059.0
AV052,2022.0,otoño,18.4,14.0,4.46,7.5,0.0,0.0,0.0,0.0,103000.0,35000.0,640.0,11.5,,0.79,0.73,,23.0,0.0,38.0,367554.0,289059.0
AV052,2022.0,invierno,14.6,14.0,5.36,7.48,0.0,0.0,0.0,0.0,40000.0,5.0,670.0,13.3,2.0,0.34,0.34,5.0,28.0,0.0,38.0,367554.0,289059.0
AV052,2022.0,primavera,18.5,14.0,6.6,,0.0,0.0,0.0,0.0,1000.0,800.0,20.0,3.3,2.5,0.55,0.54,,18.0,0.0,43.0,367554.0,289059.0
AV053,2022.0,verano,25.8,25.2,9.29,8.83,0.0,0.0,0.0,0.0,3800.0,1600.0,1100.0,6.5,1.9,0.8,0.69,14.0,13.0,0.0,39.0,367554.0,289059.0
AV053,2022.0,otoño,17.9,14.0,3.43,7.46,0.0,0.0,0.0,0.0,20000.0,4200.0,230.0,3.7,2.9,0.65,0.53,,22.0,0.0,39.0,367554.0,289059.0
AV053,2022.0,invierno,16.6,14.0,5.36,7.66,0.0,0.0,0.0,0.0,92000.0,6.0,610.0,10.8,4.1,0.27,0.27,6.5,13.0,0.0,37.0,367554.0,289059.0
AV053,2022.0,primavera,17.1,14.0,7.06,8.0,0.0,0.0,0.0,0.0,1300.0,1000.0,120.0,3.6,1.6,0.67,0.52,,21.0,0.0,40.0,367554.0,289059.0
AV054,2022.0,verano,27.4,22.2,3.63,7.43,0.0,0.0,0.0,0.0,2700.0,2100.0,350.0,10.0,0.049,0.65,0.65,5.2,12.0,0.0,44.0,367554.0,289059.0
AV054,2022.0,otoño,17.8,14.0,4.78,7.47,0.0,0.0,0.0,0.0,80000.0,5000.0,850.0,4.3,1.7,0.52,0.43,4.2,75.0,0.0,37.0,367554.0,289059.0
AV054,2022.0,invierno,15.03,14.0,3.09,7.23,0.0,0.0,0.0,0.0,120000.0,6.0,660.0,13.0,3.3,0.54,0.54,6.8,25.0,0.0,35.0,367554.0,289059.0
AV054,2022.0,primavera,18.89,12.0,3.99,,0.0,0.0,0.0,0.0,700.0,500.0,40.0,3.2,3.3,0.78,0.66,,14.0,0.0,37.0,367554.0,289059.0
AV055,2022.0,verano,25.1,25.2,7.51,8.62,0.0,0.0,0.0,0.0,1400.0,300.0,2200.0,8.9,0.8,0.85,0.49,15.0,19.0,0.0,39.0,367554.0,289059.0
AV055,2022.0,otoño,17.0,14.0,2.28,7.6,0.0,0.0,0.0,0.0,420000.0,28000.0,1100.0,3.4,4.8,1.2,0.88,,13.0,0.0,35.0,367554.0,289059.0
AV055,2022.0,invierno,15.7,14.0,5.07,7.55,0.0,0.0,0.0,0.0,70000.0,6.0,600.0,12.6,3.1,0.42,0.42,5.0,12.0,0.0,37.0,367554.0,289059.0
AV055,2022.0,primavera,18.5,14.0,6.1,,0.0,0.0,0.0,0.0,6000.0,6000.0,100.0,3.3,1.3,,0.4,,15.0,0.0,40.0,367554.0,289059.0
BS091,2022.0,verano,20.0,18.0,6.03,7.3,0.0,0.0,0.0,0.0,3500.0,200.0,1800.0,1.9,0.23,1.4,0.44,5.4,18.0,0.0,44.0,100930.0,47630.0
BS091,2022.0,otoño,7.0,10.0,,7.6,0.0,0.0,0.0,0.0,1400.0,400.0,1160.0,6.4,0.41,0.28,0.22,2.5,12.0,0.0,50.0,100930.0,47630.0
BS091,2022.0,invierno,10.0,12.0,,8.32,0.0,0.0,0.0,0.0,9000.0,2.0,570.0,16.2,5.4,1.3,1.0,,25.0,0.0,38.0,100930.0,47630.0
BS091,2022.0,primavera,10.0,12.0,,,0.0,0.0,0.0,1.0,1400.0,1000.0,380.0,4.6,0.8,0.45,0.43,,40.0,0.0,49.0,100930.0,47630.0
BS092,2022.0,verano,22.0,20.0,6.59,7.91,0.0,0.0,0.0,0.0,700.0,100.0,360.0,2.9,0.049,1.3,0.5,5.0,11.0,0.0,50.0,100930.0,47630.0
BS092,2022.0,otoño,8.0,13.0,,7.76,0.0,0.0,0.0,0.0,30000.0,10000.0,800.0,12.5,,0.39,0.32,5.8,19.0,0.0,41.0,100930.0,47630.0
BS092,2022.0,invierno,12.0,14.0,,8.27,0.0,0.0,0.0,0.0,50000.0,16.0,3.0,4.1,12.0,1.2,1.2,12.0,,0.0,34.0,100930.0,47630.0
BS092,2022.0,primavera,10.0,12.0,,,0.0,0.0,0.0,1.0,800.0,600.0,400.0,6.9,0.38,0.24,0.24,,23.0,0.0,43.0,100930.0,47630.0
BS093,2022.0,verano,20.0,17.0,6.99,7.75,0.0,0.0,0.0,0.0,6000.0,100.0,7500.0,1.9,0.18,0.54,0.85,2.4,110.0,0.0,42.0,100930.0,47630.0
BS093,2022.0,otoño,6.0,9.0,,8.59,0.0,0.0,0.0,0.0,600.0,330.0,190.0,6.8,,0.29,0.27,2.0,75.0,0.0,55.0,100930.0,47630.0
BS093,2022.0,invierno,9.0,11.0,,8.44,0.0,0.0,0.0,0.0,1300.0,200.0,40.0,3.3,2.0,0.59,0.59,5.7,28.0,0.0,46.0,100930.0,47630.0
BS093,2022.0,primavera,10.0,12.0,,,0.0,0.0,0.0,1.0,900.0,600.0,480.0,5.1,0.21,0.48,0.35,,70.0,0.0,34.0,100930.0,47630.0
BS094,2022.0,verano,20.0,17.0,7.4,7.84,0.0,0.0,0.0,0.0,5000.0,200.0,1100.0,2.2,0.45,0.44,0.68,,130.0,0.0,44.0,100930.0,47630.0
BS094,2022.0,otoño,7.0,10.0,9.1,8.47,0.0,0.0,0.0,0.0,600.0,230.0,260.0,6.1,0.11,0.25,0.21,,70.0,0.0,59.0,100930.0,47630.0
BS094,2022.0,invierno,10.0,12.0,,8.95,0.0,0.0,0.0,0.0,400.0,200.0,30.0,5.0,0.17,0.26,1.4,4.6,37.0,0.0,41.0,100930.0,47630.0
BS094,2022.0,primavera,10.0,12.0,,,0.0,0.0,0.0,1.0,1800.0,1500.0,500.0,5.2,0.55,0.27,0.27,,90.0,0.0,39.0,100930.0,47630.0
BS095,2022.0,verano,20.0,18.0,6.56,8.11,1.0,1.0,1.0,1.0,150000.0,2800.0,20000.0,2.0,0.049,1.5,1.3,8.4,4.1,0.0,31.0,100930.0,47630.0
BS095,2022.0,otoño,8.0,12.0,7.2,7.99,1.0,1.0,1.0,1.0,400000.0,,,,8.5,1.2,0.85,7.1,3.3,0.0,29.0,100930.0,47630.0
BS095,2022.0,invierno,11.0,14.0,,8.13,1.0,1.0,1.0,1.0,700000.0,440.0,30.0,2.1,19.0,1.4,1.4,21.0,11.0,0.0,23.0,100930.0,47630.0
BS095,2022.0,primavera,10.0,12.0,,,0.0,1.0,0.0,1.0,80000.0,80000.0,12000.0,5.2,1.2,,0.39,,18.2,0.0,37.0,100930.0,47630.0
BZ077,2022.0,otoño,16.7,15.0,12.0,8.81,0.0,0.0,0.0,0.0,280000.0,3600.0,1580.0,10.0,0.18,0.7,0.67,12.0,45.0,0.0,36.0,358712.0,267760.0
BZ077,2022.0,invierno,10.01,16.0,10.22,8.22,1.0,0.0,0.0,1.0,20000.0,290.0,50.0,12.2,1.9,0.4,0.4,12.0,13.0,0.0,33.0,358712.0,267760.0
BZ077,2022.0,primavera,18.06,16.0,10.39,,0.0,0.0,0.0,0.0,360.0,330.0,100.0,8.5,0.66,0.31,0.31,,25.0,0.0,39.0,358712.0,267760.0
BZ078,2022.0,verano,23.0,20.0,7.91,7.93,0.0,0.0,0.0,0.0,3000.0,100.0,450.0,4.1,0.08,0.37,0.27,12.0,45.0,0.0,48.0,358712.0,267760.0
BZ078,2022.0,otoño,15.8,15.0,10.83,9.39,1.0,0.0,0.0,0.0,70000.0,2000.0,370.0,5.8,,0.54,0.54,16.0,60.0,0.0,36.0,358712.0,267760.0
BZ078,2022.0,invierno,11.01,17.0,10.01,6.37,0.0,0.0,0.0,0.0,100000.0,13.0,2.0,8.5,5.2,0.62,0.62,14.0,10.0,0.0,33.0,358712.0,267760.0
BZ078,2022.0,primavera,15.04,11.0,11.02,,0.0,0.0,0.0,0.0,1600.0,1600.0,320.0,7.2,0.45,0.88,0.28,,37.0,0.0,40.0,358712.0,267760.0
BZ080,2022.0,verano,26.0,23.0,9.58,9.01,0.0,0.0,0.0,0.0,1100.0,300.0,1500.0,4.0,0.08,0.57,0.58,7.2,85.0,0.0,40.0,358712.0,267760.0
BZ080,2022.0,otoño,17.0,17.0,17.61,9.98,0.0,0.0,0.0,0.0,20000.0,1000.0,800.0,6.2,,0.52,0.43,18.0,60.0,0.0,40.0,358712.0,267760.0
BZ080,2022.0,invierno,15.1,15.2,11.82,8.37,0.0,0.0,0.0,0.0,58000.0,500.0,80.0,12.2,1.5,0.36,0.36,9.0,14.0,0.0,38.0,358712.0,267760.0
BZ080,2022.0,primavera,18.7,12.0,8.54,,0.0,0.0,0.0,0.0,600.0,500.0,270.0,5.9,0.22,0.51,0.31,,34.0,0.0,40.0,358712.0,267760.0
CA041,2022.0,verano,26.1,,4.8,7.4,0.0,0.0,0.0,0.0,1800.0,1300.0,10.0,4.6,1.2,0.24,0.2,,22.0,,54.0,3121707.0,3049672.0
CA041,2022.0,otoño,17.7,,7.8,7.6,0.0,0.0,0.0,0.0,26000.0,10000.0,960.0,10.1,0.77,,0.19,,71.0,0.0,42.0,3121707.0,3049672.0
CA044,2022.0,verano,25.4,,7.3,7.4,0.0,0.0,0.0,0.0,900.0,700.0,30.0,4.0,0.9,0.33,0.36,11.0,22.0,,59.0,3121707.0,3049672.0
CA044,2022.0,otoño,16.4,,6.2,7.3,0.0,0.0,0.0,0.0,20000.0,15000.0,800.0,7.1,1.16,,0.2,,84.0,0.0,42.0,3121707.0,3049672.0
CA044,2022.0,invierno,14.6,,7.0,7.6,0.0,0.0,0.0,0.0,90000.0,30.0,2.0,13.7,2.9,,0.4,,54.0,0.0,36.0,3121707.0,3049672.0
CA046,2022.0,verano,24.7,,5.6,7.4,0.0,0.0,0.0,0.0,1300.0,600.0,100.0,3.1,0.6,0.22,0.2,7.0,35.0,,60.0,3121707.0,3049672.0
CA046,2022.0,otoño,18.2,,5.0,7.4,0.0,0.0,0.0,0.0,104000.0,50000.0,5000.0,9.7,2.05,,0.18,,85.0,0.0,39.0,3121707.0,3049672.0
CA046,2022.0,invierno,14.9,,8.9,7.8,0.0,0.0,0.0,0.0,1600000.0,18.0,2.0,11.7,2.0,,0.39,,67.0,0.0,36.0,3121707.0,3049672.0
CA047,2022.0,verano,24.7,,8.0,7.5,0.0,0.0,0.0,0.0,400.0,200.0,20.0,5.1,0.5,0.18,0.35,4.9,31.0,,76.0,3121707.0,3049672.0
CA047,2022.0,otoño,16.4,,9.0,7.4,0.0,0.0,0.0,0.0,19000.0,5000.0,560.0,8.2,0.77,,0.17,,75.0,0.0,43.0,3121707.0,3049672.0
CA047,2022.0,invierno,15.1,,10.0,7.8,0.0,0.0,0.0,0.0,4000.0,3.0,300.0,11.5,0.75,,0.37,,48.0,0.0,45.0,3121707.0,3049672.0
EN-extra,2022.0,verano,,25.0,,,0.0,0.0,0.0,0.0,,,,5.6,0.049,0.33,0.32,3.1,45.0,0.0,55.0,63997.0,37375.0
EN-extra,2022.0,otoño,,8.0,,,0.0,0.0,0.0,0.0,1800.0,400.0,50.0,3.9,,0.53,0.52,9.4,90.0,0.0,51.0,63997.0,37375.0
EN-extra,2022.0,invierno,,16.0,,,0.0,0.0,0.0,0.0,2600.0,200.0,10.0,13.3,0.88,0.35,0.27,9.4,16.0,0.0,42.0,63997.0,37375.0
EN-extra,2022.0,primavera,,10.0,,,0.0,0.0,0.0,0.0,150.0,100.0,30.0,6.2,0.14,0.6,0.38,,39.0,0.0,41.0,63997.0,37375.0
EN081,2022.0,verano,23.4,27.0,10.34,9.16,1.0,1.0,1.0,1.0,1200.0,100.0,40.0,5.2,0.06,0.39,0.38,4.7,65.0,0.0,42.0,63997.0,37375.0
EN081,2022.0,otoño,13.6,8.0,12.84,10.02,0.0,0.0,0.0,0.0,1600.0,50.0,10.0,4.7,,0.4,0.37,5.4,90.0,0.0,59.0,63997.0,37375.0
EN081,2022.0,invierno,13.9,10.0,10.88,8.52,0.0,0.0,0.0,0.0,2400.0,370.0,140.0,13.2,5.6,0.95,0.95,9.3,16.0,0.0,42.0,63997.0,37375.0
EN081,2022.0,primavera,16.0,7.0,11.05,,0.0,0.0,0.0,0.0,210.0,80.0,90.0,5.9,0.15,0.36,0.21,,31.0,0.0,38.0,63997.0,37375.0
EN082,2022.0,verano,24.7,27.0,7.17,8.11,0.0,0.0,0.0,0.0,750.0,300.0,130.0,6.3,0.049,0.35,0.24,1.9,34.0,0.0,56.0,63997.0,37375.0
EN082,2022.0,otoño,14.3,8.0,8.57,8.09,0.0,0.0,0.0,0.0,500.0,20.0,10.0,8.4,,0.23,0.17,,55.0,0.0,64.0,63997.0,37375.0
EN082,2022.0,invierno,13.0,10.0,8.14,8.14,0.0,0.0,0.0,0.0,4000.0,110.0,113.0,14.4,0.33,0.26,0.26,6.5,18.0,0.0,45.0,63997.0,37375.0
EN082,2022.0,primavera,17.2,6.0,8.38,,0.0,0.0,0.0,0.0,95.0,35.0,50.0,5.7,0.41,0.29,0.23,,26.0,0.0,41.0,63997.0,37375.0
EN083,2022.0,verano,24.2,27.0,3.54,7.76,0.0,0.0,0.0,0.0,5000.0,400.0,850.0,13.1,0.049,0.33,0.21,7.4,12.0,0.0,46.0,63997.0,37375.0
EN083,2022.0,otoño,14.5,8.0,5.71,7.52,0.0,0.0,0.0,0.0,20000.0,1100.0,1540.0,21.9,,0.34,0.3,10.0,24.0,0.0,40.0,63997.0,37375.0
EN083,2022.0,invierno,12.8,9.0,2.49,8.01,0.0,0.0,0.0,0.0,192000.0,60.0,24.0,2.0,22.0,1.2,1.2,18.0,,0.0,32.0,63997.0,37375.0
EN083,2022.0,primavera,18.0,4.0,7.36,,0.0,0.0,0.0,0.0,800.0,700.0,220.0,5.4,2.3,0.36,0.23,,23.0,0.0,37.0,63997.0,37375.0
EN084,2022.0,verano,23.9,27.0,8.08,8.31,0.0,0.0,0.0,0.0,1800.0,100.0,80.0,8.0,0.1,0.27,0.22,1.9,35.0,0.0,57.0,63997.0,37375.0
EN084,2022.0,otoño,15.6,8.0,7.75,7.99,0.0,0.0,0.0,0.0,1600.0,200.0,45.0,13.2,,0.23,0.18,2.3,55.0,0.0,55.0,63997.0,37375.0
EN084,2022.0,invierno,12.7,9.0,9.0,8.23,0.0,0.0,0.0,0.0,3000.0,720.0,250.0,14.8,1.9,0.15,0.15,5.1,,0.0,46.0,63997.0,37375.0
EN084,2022.0,primavera,17.1,5.0,8.98,,0.0,0.0,0.0,0.0,130.0,30.0,45.0,6.1,0.4,0.24,0.24,,39.0,0.0,54.0,63997.0,37375.0
QU061,2022.0,verano,23.0,22.0,10.6,8.2,0.0,0.0,0.0,0.0,1200.0,100.0,20.0,6.0,0.049,0.4,0.39,1.9,26.0,0.0,59.0,633391.0,469008.0
QU061,2022.0,otoño,16.0,13.0,5.97,7.05,0.0,0.0,0.0,0.0,27000.0,300.0,5.0,11.9,,0.53,0.5,7.3,34.0,0.0,45.0,633391.0,469008.0
QU061,2022.0,invierno,14.2,14.0,6.21,7.12,0.0,0.0,0.0,0.0,16000.0,130.0,100.0,13.5,3.9,0.63,0.62,7.3,,0.0,42.0,633391.0,469008.0
QU061,2022.0,primavera,18.5,13.0,7.49,,0.0,0.0,0.0,1.0,80.0,70.0,4.0,4.7,1.3,0.31,0.3,,17.0,0.0,62.0,633391.0,469008.0
QU062,2022.0,verano,24.0,23.0,9.59,7.94,0.0,0.0,0.0,0.0,1000.0,100.0,10.0,5.7,0.06,0.39,0.29,,26.0,0.0,48.0,633391.0,469008.0
QU062,2022.0,otoño,16.1,13.0,5.14,6.93,0.0,0.0,0.0,0.0,20000.0,150.0,100.0,12.1,,0.43,0.41,4.3,37.0,0.0,45.0,633391.0,469008.0
QU062,2022.0,invierno,14.3,14.0,5.77,7.16,1.0,0.0,0.0,1.0,27000.0,430.0,100.0,7.7,3.8,0.57,0.46,11.0,17.0,0.0,33.0,633391.0,469008.0
QU062,2022.0,primavera,18.6,13.0,7.38,,0.0,0.0,0.0,1.0,120.0,80.0,20.0,5.1,0.71,0.49,0.31,,20.0,0.0,41.0,633391.0,469008.0
QU063,2022.0,verano,23.0,22.0,12.15,8.5,0.0,0.0,0.0,0.0,1000.0,200.0,10.0,4.3,0.049,0.37,0.31,4.4,36.0,0.0,55.0,633391.0,469008.0
QU063,2022.0,otoño,15.3,13.0,9.97,7.61,0.0,0.0,0.0,0.0,170000.0,110.0,180.0,11.3,0.41,0.49,0.4,9.4,38.0,0.0,40.0,633391.0,469008.0
QU063,2022.0,invierno,13.4,14.0,8.05,7.29,0.0,0.0,0.0,0.0,50000.0,3.0,380.0,16.3,1.1,0.51,0.39,11.0,27.0,0.0,36.0,633391.0,469008.0
QU063,2022.0,primavera,18.3,13.0,7.0,,0.0,0.0,1.0,0.0,900.0,800.0,20.0,5.6,0.64,0.76,0.44,,25.0,0.0,36.0,633391.0,469008.0
SF015,2022.0,verano,21.5,23.0,3.85,6.66,0.0,0.0,0.0,1.0,2200.0,100.0,270.0,5.4,0.049,0.28,0.39,1.9,28.0,0.0,51.0,171616.0,157308.0
SF015,2022.0,otoño,17.0,14.0,5.56,7.3,0.0,0.0,0.0,0.0,90000.0,4200.0,1500.0,5.1,0.98,0.26,0.24,,50.0,0.0,39.0,171616.0,157308.0
SF015,2022.0,invierno,16.3,16.0,5.7,5.0,0.0,0.0,0.0,0.0,740000.0,15.0,5.0,8.7,3.1,0.47,0.47,10.0,19.0,0.0,34.0,171616.0,157308.0
SF015,2022.0,primavera,20.4,14.0,7.78,,0.0,0.0,0.0,0.0,1300.0,1000.0,260.0,3.7,0.74,0.23,0.23,,39.0,0.0,58.0,171616.0,157308.0
