codigo,año,campaña,tem_agua,tem_aire,od,ph,olores,color,espumas,mat_susp,colif_fecales_ufc_100ml,escher_coli_ufc_100ml,enteroc_ufc_100ml,nitrato_mg_l,nh4_mg_l,p_total_l_mg_l,fosf_ortofos_mg_l,dbo_mg_l,turbiedad_ntu,hidr_deriv_petr_ug_l,ica,Poblacion_partido,Personas_con_cloacas
QU063,2023.0,otoño,17.0,23.0,,6.75,0.0,0.0,0.0,0.0,2.0,400.0,60.0,10.0,0.78,0.3,0.29,,17.0,0.0,36.0,633391.0,469008.0
QU063,2023.0,invierno,12.0,15.0,8.11,7.55,0.0,0.0,0.0,0.0,600.0,600.0,260.0,7.7,1.5,0.48,0.25,,27.0,0.0,47.0,633391.0,469008.0
QU063,2023.0,primavera,16.0,22.0,,6.97,0.0,0.0,0.0,0.0,800.0,540.0,140.0,3.8,,0.24,,7.3,11.0,0.0,39.0,633391.0,469008.0
SF015,2023.0,verano,26.0,14.0,5.65,,0.0,0.0,0.0,1.0,15000.0,4700.0,920.0,5.1,1.2,0.26,0.23,2.1,21.0,0.0,35.0,171616.0,157308.0
SF015,2023.0,otoño,19.0,20.0,5.85,,0.0,0.0,0.0,0.0,5000.0,1400.0,300.0,6.2,0.62,0.21,0.2,,40.0,0.0,35.0,171616.0,157308.0
SF015,2023.0,invierno,16.0,13.0,5.4,,0.0,0.0,0.0,0.0,3000.0,2700.0,500.0,13.9,10.0,0.95,0.37,2.0,19.0,0.0,39.0,171616.0,157308.0
SF015,2023.0,primavera,16.0,13.0,5.4,,0.0,0.0,0.0,0.0,62000.0,5800.0,2480.0,2.6,1.7,0.3,,3.4,12.0,0.0,28.0,171616.0,157308.0
SI022,2023.0,verano,28.0,27.0,6.5,6.0,0.0,0.0,0.0,0.0,1700.0,1000.0,60.0,4.3,0.51,0.46,0.19,3.1,20.0,0.0,37.0,297282.0,275528.0
SI022,2023.0,otoño,18.0,21.0,6.32,,0.0,0.0,0.0,0.0,1.3,600.0,130.0,5.3,0.77,0.15,0.14,,23.0,0.0,35.0,297282.0,275528.0
SI022,2023.0,invierno,13.7,14.0,7.64,,0.0,0.0,0.0,0.0,2900.0,2300.0,1400.0,8.6,1.0,0.58,0.28,,20.0,0.0,40.0,297282.0,275528.0
SI022,2023.0,primavera,22.0,23.0,5.61,,0.0,0.0,0.0,0.0,400.0,400.0,300.0,3.1,0.27,0.19,,2.0,14.0,0.0,41.0,297282.0,275528.0
SI023,2023.0,otoño,20.0,22.0,3.24,,0.0,0.0,0.0,0.0,24.0,19000.0,5000.0,20.0,2.9,0.43,0.33,3.1,3.5,0.0,32.0,297282.0,275528.0
SI023,2023.0,invierno,17.5,14.0,6.37,,0.0,0.0,0.0,0.0,150000.0,65000.0,18000.0,12.7,1.4,0.29,0.28,2.8,21.0,0.0,35.0,297282.0,275528.0
SI023,2023.0,primavera,23.0,23.0,4.86,,0.0,0.0,0.0,0.0,28000.0,20000.0,10000.0,14.4,2.1,0.36,,2.7,6.2,0.0,32.0,297282.0,275528.0
SI024,2023.0,verano,28.7,30.0,8.53,6.95,0.0,0.0,0.0,0.0,5200.0,4500.0,110.0,5.5,0.5,0.3,0.28,2.5,24.0,0.0,40.0,297282.0,275528.0
SI024,2023.0,otoño,18.0,22.0,5.16,,0.0,0.0,0.0,0.0,5800.0,4200.0,500.0,6.9,0.94,0.2,0.19,,13.0,0.0,35.0,297282.0,275528.0
SI024,2023.0,invierno,13.7,14.0,6.66,,0.0,0.0,0.0,0.0,3300.0,2300.0,1500.0,,8.5,1.5,0.61,4.3,4.0,0.0,40.0,297282.0,275528.0
SI024,2023.0,primavera,24.0,23.0,6.69,,0.0,0.0,0.0,0.0,500.0,500.0,200.0,5.0,0.6,0.19,,2.0,18.0,0.0,39.0,297282.0,275528.0
TI001,2023.0,verano,26.0,24.0,6.59,7.24,0.0,0.0,0.0,1.0,600.0,100.0,130.0,3.9,,0.26,,,29.0,0.0,53.0,446949.0,144834.0
TI001,2023.0,otoño,18.0,12.0,7.09,7.22,0.0,0.0,0.0,0.0,3200.0,2200.0,770.0,3.9,0.3,0.16,0.15,,45.0,0.0,39.0,446949.0,144834.0
TI001,2023.0,invierno,16.3,11.0,8.53,7.27,0.0,0.0,0.0,1.0,240.0,200.0,300.0,4.2,0.19,0.57,,,38.0,0.0,48.0,446949.0,144834.0
TI001,2023.0,primavera,23.0,25.0,4.72,6.57,0.0,0.0,0.0,0.0,200.0,180.0,290.0,3.3,0.13,0.12,,,24.0,0.0,42.0,446949.0,144834.0
TI002,2023.0,verano,27.6,24.0,6.14,6.88,0.0,0.0,0.0,1.0,2000.0,1000.0,100.0,3.5,2.2,0.41,0.36,4.1,21.0,0.0,35.0,446949.0,144834.0
TI002,2023.0,otoño,18.0,12.0,6.16,7.33,0.0,0.0,0.0,0.0,5.0,3.0,200.0,4.2,0.86,0.21,0.2,,45.0,0.0,37.0,446949.0,144834.0
TI002,2023.0,invierno,15.2,11.0,5.97,7.13,0.0,0.0,0.0,1.0,23000.0,19000.0,3000.0,15.2,2.9,2.0,0.46,3.8,45.0,0.0,35.0,446949.0,144834.0
TI002,2023.0,primavera,26.0,25.0,4.31,6.71,0.0,0.0,0.0,0.0,4000.0,600.0,400.0,2.7,2.0,0.26,,3.0,13.0,0.0,37.0,446949.0,144834.0
TI003,2023.0,verano,26.1,25.0,5.02,6.82,0.0,0.0,0.0,1.0,6000.0,500.0,220.0,3.9,0.56,0.23,0.17,2.2,28.0,0.0,37.0,446949.0,144834.0
TI003,2023.0,otoño,18.0,12.0,6.08,7.32,0.0,0.0,1.0,0.0,4000.0,2.9,640.0,4.8,0.99,0.18,0.17,2.0,50.0,0.0,35.0,446949.0,144834.0
TI003,2023.0,invierno,15.1,11.0,5.75,7.19,1.0,0.0,0.0,0.0,11000.0,5200.0,1400.0,15.7,3.5,0.36,0.34,4.3,39.0,0.0,37.0,446949.0,144834.0
TI003,2023.0,primavera,21.0,25.0,2.98,6.49,0.0,0.0,0.0,1.0,1000.0,400.0,900.0,,1.0,0.14,,,24.0,0.0,33.0,446949.0,144834.0
TI004,2023.0,verano,25.9,24.0,5.28,6.69,0.0,1.0,0.0,1.0,15000.0,3200.0,560.0,4.3,1.5,0.44,0.25,3.3,24.0,0.0,34.0,446949.0,144834.0
TI004,2023.0,otoño,18.0,12.0,5.85,7.06,0.0,0.0,0.0,0.0,2.0,1.5,250.0,5.3,0.49,0.19,0.18,,45.0,0.0,40.0,446949.0,144834.0
TI004,2023.0,invierno,15.3,11.0,5.36,7.13,1.0,1.0,1.0,1.0,4000.0,3600.0,1500.0,18.6,4.0,1.3,0.53,4.3,29.0,0.0,30.0,446949.0,144834.0
TI004,2023.0,primavera,23.0,25.0,2.01,6.67,0.0,0.0,0.0,1.0,19000.0,18000.0,5700.0,2.3,2.6,0.44,,4.7,8.7,0.0,33.0,446949.0,144834.0
TI005,2023.0,verano,25.2,24.0,5.02,6.4,0.0,1.0,0.0,1.0,2000.0,1100.0,100.0,7.3,3.8,0.5,0.4,4.3,20.0,0.0,31.0,446949.0,144834.0
TI005,2023.0,otoño,19.0,11.0,5.26,7.05,0.0,0.0,0.0,0.0,41.0,20.0,9300.0,9.6,3.0,0.31,0.3,3.6,45.0,0.0,35.0,446949.0,144834.0
TI005,2023.0,invierno,15.3,10.0,4.13,7.17,1.0,1.0,0.0,1.0,6000.0,4100.0,2000.0,23.1,5.2,0.9,0.64,5.6,26.0,0.0,29.0,446949.0,144834.0
TI005,2023.0,primavera,23.0,24.0,2.67,6.62,1.0,0.0,0.0,1.0,15000.0,13000.0,3000.0,2.3,7.5,0.95,0.34,5.7,20.0,0.0,30.0,446949.0,144834.0
TI006,2023.0,verano,26.8,25.0,5.94,6.96,0.0,0.0,0.0,1.0,1000.0,400.0,1.5,5.2,0.25,0.16,0.11,2.1,24.0,0.0,39.0,446949.0,144834.0
TI006,2023.0,otoño,18.0,12.0,7.12,7.22,0.0,0.0,0.0,1.0,300.0,1100.0,300.0,6.7,0.13,0.11,0.1,,60.0,0.0,38.0,446949.0,144834.0
TI006,2023.0,invierno,15.0,11.0,6.88,7.13,0.0,0.0,1.0,1.0,15000.0,8300.0,5000.0,6.3,0.72,0.21,0.2,,37.0,0.0,34.0,446949.0,144834.0
TI006,2023.0,primavera,22.0,25.0,2.62,6.49,0.0,0.0,0.0,1.0,2000.0,400.0,800.0,,0.25,0.14,,,11.0,0.0,35.0,446949.0,144834.0
TI007,2023.0,verano,29.4,29.0,3.45,6.83,1.0,1.0,0.0,1.0,21000.0,7200.0,1.19,3.4,4.6,0.52,0.48,3.5,6.0,0.0,29.0,446949.0,144834.0
TI007,2023.0,otoño,18.0,15.0,5.88,7.16,0.0,0.0,0.0,1.0,4.0,600.0,930.0,4.3,0.75,0.21,0.2,,50.0,0.0,35.0,446949.0,144834.0
TI007,2023.0,invierno,15.5,10.0,3.1,7.07,0.0,1.0,0.0,1.0,9000.0,4400.0,920.0,20.2,5.5,1.0,0.6,4.0,17.0,0.0,33.0,446949.0,144834.0
TI007,2023.0,primavera,23.0,24.0,1.95,6.65,0.0,0.0,0.0,1.0,7000.0,2000.0,1600.0,2.9,0.71,0.44,,4.6,3.1,0.0,34.0,446949.0,144834.0
TI008,2023.0,verano,28.5,29.0,6.7,7.04,0.0,0.0,0.0,0.0,800.0,120.0,110.0,2.8,,,,,28.0,0.0,62.0,446949.0,144834.0
TI008,2023.0,otoño,19.0,14.0,8.09,7.3,0.0,0.0,0.0,0.0,,,,3.1,0.06,0.1,,,70.0,0.0,43.0,446949.0,144834.0
TI008,2023.0,invierno,15.8,10.0,8.72,7.39,0.0,0.0,0.0,1.0,8800.0,1620.0,220.0,2.7,0.1,0.59,,,39.0,0.0,44.0,446949.0,144834.0
TI008,2023.0,primavera,21.0,24.0,4.15,6.61,0.0,0.0,0.0,0.0,400.0,200.0,360.0,,0.6,0.1,,,33.0,0.0,38.0,446949.0,144834.0
TI009,2023.0,verano,28.0,29.0,5.19,6.91,0.0,0.0,0.0,1.0,1200.0,350.0,550.0,2.1,0.23,0.23,0.12,,45.0,0.0,37.0,446949.0,144834.0
TI009,2023.0,otoño,18.0,14.0,7.82,7.08,0.0,0.0,0.0,0.0,235.0,220.0,140.0,,0.07,0.1,,,65.0,0.0,40.0,446949.0,144834.0
TI009,2023.0,invierno,13.5,10.0,7.74,7.11,0.0,0.0,0.0,0.0,170.0,150.0,170.0,2.5,0.25,0.14,,,39.0,0.0,59.0,446949.0,144834.0
TI009,2023.0,primavera,21.0,24.0,2.94,6.5,0.0,0.0,0.0,1.0,300.0,260.0,400.0,,0.47,0.13,,,23.0,0.0,38.0,446949.0,144834.0
VL031,2023.0,verano,24.0,28.0,7.41,6.58,0.0,0.0,0.0,1.0,7000.0,1600.0,300.0,5.4,0.92,0.41,0.24,4.9,14.0,0.0,34.0,282281.0,273863.0
VL031,2023.0,otoño,17.0,15.0,5.57,6.85,0.0,0.0,0.0,0.0,6.8,3.7,50.0,9.3,0.89,0.22,0.21,,14.0,0.0,36.0,282281.0,273863.0
VL031,2023.0,invierno,13.1,11.3,5.14,6.74,0.0,0.0,0.0,0.0,38000.0,11000.0,3500.0,16.7,1.9,0.77,0.36,4.0,15.0,0.0,38.0,282281.0,273863.0
VL031,2023.0,primavera,24.0,22.0,5.07,6.5,0.0,0.0,0.0,1.0,11000.0,11000.0,3000.0,4.2,1.8,0.25,,3.8,18.0,0.0,36.0,282281.0,273863.0
VL032,2023.0,verano,25.5,28.0,6.79,6.6,0.0,0.0,0.0,1.0,2000.0,1200.0,320.0,7.3,0.44,0.27,0.23,3.0,15.0,0.0,36.0,282281.0,273863.0
VL032,2023.0,otoño,18.0,15.0,5.2,6.74,0.0,0.0,0.0,0.0,4.2,4.0,100.0,8.8,1.0,0.21,0.2,,12.0,0.0,37.0,282281.0,273863.0
VL032,2023.0,invierno,14.3,11.3,5.58,6.53,0.0,0.0,0.0,1.0,13200.0,9800.0,3000.0,16.0,1.5,0.55,0.31,2.8,15.0,0.0,37.0,282281.0,273863.0
VL032,2023.0,primavera,23.0,22.0,4.88,7.06,0.0,0.0,0.0,1.0,22000.0,14000.0,16000.0,5.3,1.3,0.22,,2.3,6.1,0.0,33.0,282281.0,273863.0
VL033,2023.0,verano,25.9,28.0,8.27,7.24,0.0,0.0,0.0,1.0,7600.0,1400.0,1.5,10.1,0.75,0.52,0.36,4.1,16.0,0.0,34.0,282281.0,273863.0
VL033,2023.0,otoño,18.0,16.0,6.6,6.73,0.0,0.0,0.0,0.0,3.4,3.4,800.0,8.7,0.93,0.22,0.21,,14.0,0.0,37.0,282281.0,273863.0
VL033,2023.0,invierno,13.8,11.5,8.15,6.82,1.0,0.0,0.0,0.0,20000.0,3000.0,800.0,16.9,1.2,1.2,0.35,2.8,12.0,0.0,38.0,282281.0,273863.0
VL033,2023.0,primavera,23.0,22.0,6.95,6.64,0.0,0.0,0.0,1.0,3000.0,2000.0,900.0,5.8,0.77,0.2,,2.1,13.0,0.0,37.0,282281.0,273863.0
AC001,2024.0,verano,22.0,20.0,1.6,7.45,0.0,1.0,0.0,1.0,18000.0,16000.0,3500.0,5.3,1.55,,,11.0,38.7,0.0,30.0,,
AC001,2024.0,primavera,25.3,18.0,0.5,7.2,0.0,1.0,0.0,1.0,,,,2.0,3.5,,,,11.5,0.0,56.0,,
AV051,2024.0,verano,22.0,20.0,4.9,7.55,0.0,0.0,0.0,0.0,2100.0,1900.0,290.0,5.1,0.43,0.26,,7.0,71.2,0.0,51.0,367554.0,289059.0
AV051,2024.0,primavera,25.8,18.0,1.1,7.4,0.0,0.0,0.0,0.0,,,,2.5,1.2,,,,34.1,0.0,74.0,367554.0,289059.0
AV052,2024.0,verano,22.0,20.0,3.62,7.45,0.0,1.0,0.0,1.0,1700.0,1200.0,320.0,5.5,0.64,0.27,,,62.5,0.0,41.0,367554.0,289059.0
AV052,2024.0,primavera,26.2,18.0,0.3,7.3,0.0,1.0,0.0,1.0,,,,,1.0,,,,42.0,0.0,55.0,367554.0,289059.0
AV053,2024.0,verano,22.0,20.0,3.96,7.6,0.0,0.0,0.0,0.0,1600.0,1300.0,130.0,5.6,1.06,0.32,,,82.4,0.0,48.0,367554.0,289059.0
AV053,2024.0,primavera,25.2,19.0,0.5,7.3,0.0,0.0,0.0,0.0,,120000.0,1400.0,1.4,1.2,1.1,,10.0,30.7,0.0,36.0,367554.0,289059.0
AV054,2024.0,verano,23.0,20.0,4.05,7.57,0.0,0.0,0.0,0.0,3000.0,2000.0,410.0,5.1,0.88,0.38,,,78.3,0.0,44.0,367554.0,289059.0
AV054,2024.0,primavera,25.9,18.0,1.6,7.4,0.0,0.0,0.0,0.0,,,,3.6,1.7,,,,32.8,0.0,75.0,367554.0,289059.0
AV055,2024.0,verano,23.0,20.0,4.02,7.64,0.0,0.0,0.0,0.0,1500.0,1400.0,230.0,5.2,0.76,0.32,,5.0,64.1,0.0,49.0,367554.0,289059.0
AV055,2024.0,primavera,25.5,19.0,0.3,7.3,0.0,1.0,0.0,0.0,,,,,0.8,,,,62.3,0.0,60.0,367554.0,289059.0
BS091,2024.0,verano,23.0,22.0,8.16,8.08,0.0,0.0,0.0,0.0,95000.0,76000.0,1500.0,4.6,1.43,0.76,,,72.0,0.0,36.0,100930.0,47630.0
BS091,2024.0,primavera,21.7,19.0,8.8,8.5,0.0,0.0,0.0,0.0,,,,3.9,0.2,,,,199.0,0.0,86.0,100930.0,47630.0
BS092,2024.0,verano,22.0,22.0,8.4,8.29,0.0,0.0,0.0,1.0,23000.0,20000.0,4000.0,6.2,0.99,0.7,,10.0,56.2,0.0,36.0,100930.0,47630.0
BS092,2024.0,primavera,20.0,19.0,7.3,8.0,0.0,0.0,0.0,0.0,,,,4.1,2.3,,,,122.0,0.0,76.0,100930.0,47630.0
BS093,2024.0,verano,25.0,24.0,8.47,8.7,0.0,0.0,1.0,0.0,300.0,100.0,20.0,3.8,,0.4,,,66.0,0.0,62.0,100930.0,47630.0
BS093,2024.0,primavera,22.1,19.0,9.1,8.5,0.0,0.0,0.0,0.0,,1300.0,400.0,3.4,,,,,221.0,0.0,56.0,100930.0,47630.0
BS094,2024.0,verano,27.0,23.0,8.16,8.18,0.0,0.0,1.0,0.0,700.0,400.0,30.0,4.3,,0.44,,,66.0,0.0,59.0,100930.0,47630.0
BS094,2024.0,primavera,21.6,19.0,9.0,8.6,0.0,0.0,0.0,0.0,,,,3.7,,,,,193.0,0.0,80.0,100930.0,47630.0
BS095,2024.0,verano,19.0,19.0,7.69,8.26,1.0,0.0,0.0,1.0,180000.0,100000.0,,,,0.56,,,,,27.0,100930.0,47630.0
BS095,2024.0,primavera,22.2,19.0,8.4,8.6,1.0,1.0,0.0,1.0,,,,3.4,0.5,,,,191.0,0.0,62.0,100930.0,47630.0
BZ077,2024.0,verano,,21.0,,,0.0,0.0,0.0,0.0,650.0,400.0,10.0,8.4,,0.42,,6.0,69.2,0.0,59.0,358712.0,267760.0
BZ078,2024.0,verano,,20.0,,,0.0,0.0,0.0,0.0,12000.0,9000.0,400.0,6.9,0.36,,,,59.4,0.0,41.0,358712.0,267760.0
BZ080,2024.0,verano,,22.0,,,0.0,0.0,0.0,0.0,800.0,500.0,80.0,6.6,,0.54,,,63.9,0.0,51.0,358712.0,267760.0
BZ080,2024.0,primavera,,22.2,,,0.0,0.0,0.0,0.0,,2400.0,500.0,5.7,0.1,0.6,,2.0,56.2,0.0,48.0,358712.0,267760.0
EN-adic,2024.0,verano,,20.0,,,0.0,0.0,0.0,0.0,300.0,200.0,50.0,7.4,,0.53,,,68.1,0.0,54.0,63997.0,37375.0
EN-adic,2024.0,primavera,,,,,0.0,0.0,0.0,0.0,,,,1.2,,,,,18.0,0.0,91.0,63997.0,37375.0
EN081,2024.0,verano,22.0,24.0,8.74,8.34,0.0,0.0,0.0,0.0,1500.0,800.0,170.0,7.0,,0.49,,2.0,80.5,0.0,55.0,63997.0,37375.0
EN081,2024.0,primavera,23.7,,7.6,,0.0,0.0,0.0,0.0,,1600.0,350.0,6.4,,0.5,,,73.6,0.0,62.0,63997.0,37375.0
EN082,2024.0,verano,22.0,24.0,6.45,8.11,0.0,0.0,0.0,0.0,600.0,400.0,80.0,7.2,,0.43,,,180.0,0.0,55.0,63997.0,37375.0
EN082,2024.0,primavera,24.7,,4.7,,0.0,0.0,0.0,0.0,,,,6.6,,,,,31.0,0.0,86.0,63997.0,37375.0
EN083,2024.0,verano,21.0,24.0,1.31,7.79,0.0,0.0,0.0,0.0,20000.0,14000.0,300.0,4.2,3.18,0.21,,19.0,52.5,0.0,35.0,63997.0,37375.0
EN083,2024.0,primavera,24.4,,0.8,,0.0,0.0,0.0,0.0,,,,1.4,4.5,,,,17.1,0.0,63.0,63997.0,37375.0
EN084,2024.0,verano,21.0,24.0,4.24,7.87,0.0,0.0,0.0,0.0,300.0,230.0,85.0,8.0,0.09,0.27,,,63.6,0.0,63.0,63997.0,37375.0
EN084,2024.0,primavera,24.5,,6.6,,0.0,0.0,0.0,0.0,,,,7.9,,,,,40.2,0.0,92.0,63997.0,37375.0
QU061,2024.0,verano,22.0,21.0,,7.47,0.0,0.0,0.0,0.0,1400.0,1200.0,80.0,5.5,0.48,0.32,,,97.2,0.0,54.0,633391.0,469008.0
QU061,2024.0,primavera,22.6,23.0,8.5,8.3,0.0,1.0,0.0,1.0,,,,6.1,0.1,,,,5.3,0.0,81.0,633391.0,469008.0
QU062,2024.0,verano,22.0,21.0,,7.48,0.0,0.0,0.0,0.0,800.0,600.0,60.0,7.6,0.77,0.44,,5.0,64.5,0.0,54.0,633391.0,469008.0
QU062,2024.0,primavera,22.6,23.0,8.5,8.2,0.0,1.0,0.0,1.0,,,,11.6,0.1,,,,87.8,0.0,81.0,633391.0,469008.0
QU063,2024.0,verano,22.0,21.0,,7.57,0.0,0.0,0.0,0.0,1100.0,800.0,10.0,8.3,0.78,0.44,,5.0,58.0,0.0,56.0,633391.0,469008.0
QU063,2024.0,primavera,22.6,23.0,7.1,5.7,0.0,1.0,0.0,1.0,,6700.0,600.0,13.6,,0.4,,4.0,44.2,0.0,41.0,633391.0,469008.0
SF015,2024.0,verano,24.0,19.0,4.85,,0.0,0.0,0.0,1.0,9000.0,6000.0,800.0,2.5,0.37,0.23,,5.0,139.0,0.0,36.0,171616.0,157308.0
SF015,2024.0,primavera,25.4,23.0,1.9,7.4,0.0,0.0,0.0,0.0,,,,2.0,2.1,,,,12.6,0.0,74.0,171616.0,157308.0
SI021,2024.0,verano,24.0,20.0,3.19,6.82,0.0,0.0,0.0,0.0,900.0,800.0,140.0,3.4,0.53,0.18,,,63.1,0.0,53.0,297282.0,275528.0
SI022,2024.0,verano,23.0,19.0,6.14,7.0,0.0,0.0,0.0,0.0,3100.0,2700.0,340.0,4.4,0.4,0.29,,3.0,75.4,0.0,50.0,297282.0,275528.0
SI023,2024.0,verano,23.0,19.0,1.34,6.86,1.0,1.0,0.0,1.0,62000.0,48000.0,4600.0,5.0,1.68,0.52,,5.0,56.2,0.0,27.0,297282.0,275528.0
SI023,2024.0,primavera,24.5,20.0,2.8,7.6,0.0,0.0,0.0,0.0,,96000.0,15000.0,16.6,5.7,0.5,,3.0,2.2,0.0,36.0,297282.0,275528.0
SI024,2024.0,verano,23.0,21.0,8.14,7.0,0.0,0.0,0.0,0.0,5300.0,4500.0,540.0,6.8,0.16,0.17,,3.0,20.9,0.0,47.0,297282.0,275528.0
SI024,2024.0,primavera,24.5,20.0,7.7,8.0,0.0,0.0,0.0,0.0,,,,7.3,0.3,,,,27.9,0.0,93.0,297282.0,275528.0
TI001,2024.0,verano,23.0,24.0,3.58,6.81,0.0,0.0,0.0,0.0,640.0,380.0,180.0,,0.09,0.2,,,267.0,0.0,54.0,446949.0,144834.0
TI002,2024.0,verano,23.0,24.0,6.02,6.89,0.0,0.0,0.0,0.0,4600.0,4100.0,500.0,1.9,0.65,0.31,,4.0,154.0,0.0,42.0,446949.0,144834.0
TI003,2024.0,verano,22.0,24.0,4.05,6.86,0.0,0.0,0.0,0.0,1700.0,900.0,170.0,1.5,0.37,0.29,,2.0,112.0,0.0,51.0,446949.0,144834.0
TI003,2024.0,primavera,24.9,23.0,2.6,6.8,1.0,0.0,1.0,0.0,,5900.0,2300.0,,1.2,0.3,,3.0,53.8,0.0,38.0,446949.0,144834.0
TI004,2024.0,verano,22.0,23.0,2.97,6.81,0.0,0.0,0.0,0.0,15000.0,13000.0,1000.0,1.8,0.95,0.29,,5.0,147.0,0.0,35.0,446949.0,144834.0
TI005,2024.0,verano,22.0,23.0,2.13,6.81,0.0,0.0,0.0,0.0,11000.0,7400.0,200.0,1.8,1.36,0.54,,,123.0,0.0,35.0,446949.0,144834.0
TI005,2024.0,primavera,25.7,23.0,0.8,6.6,1.0,1.0,1.0,0.0,,,,1.1,3.9,,,,19.4,0.0,52.0,446949.0,144834.0
TI006,2024.0,verano,23.0,24.0,4.67,6.84,0.0,0.0,0.0,0.0,2200.0,2000.0,100.0,1.8,0.24,0.23,,,126.0,0.0,47.0,446949.0,144834.0
TI007,2024.0,verano,22.0,23.0,1.96,7.59,0.0,0.0,0.0,1.0,6900.0,5800.0,1800.0,1.6,1.2,0.44,,8.0,96.6,0.0,37.0,446949.0,144834.0
TI007,,,25.6,23.0,0.8,6.7,0.0,1.0,1.0,0.0,,,,1.2,4.3,,,,13.1,0.0,57.0,446949.0,144834.0
TI008,2024.0,verano,23.0,25.0,6.43,7.02,0.0,0.0,0.0,0.0,340.0,220.0,90.0,1.9,,0.17,,,202.0,0.0,63.0,446949.0,144834.0
TI009,2024.0,verano,23.0,25.0,5.8,6.92,0.0,0.0,0.0,1.0,440.0,300.0,100.0,1.3,0.12,0.13,,,140.0,0.0,61.0,446949.0,144834.0
VL031,2024.0,verano,22.0,21.0,5.84,7.03,0.0,0.0,0.0,1.0,15000.0,11000.0,1600.0,8.5,0.2,0.33,,,20.1,0.0,39.0,282281.0,273863.0
VL031,2024.0,primavera,24.5,,1.5,6.7,0.0,0.0,0.0,0.0,,,16700.0,9.3,1.2,0.4,,4.0,24.8,0.0,36.0,282281.0,273863.0
VL032,2024.0,verano,22.0,21.0,5.53,7.39,0.0,0.0,0.0,1.0,9000.0,8700.0,2300.0,8.3,0.49,0.25,,3.0,83.8,0.0,40.0,282281.0,273863.0
VL032,2024.0,primavera,25.1,,4.4,7.4,0.0,0.0,0.0,0.0,,,,3.0,0.5,,,,27.7,0.0,87.0,282281.0,273863.0
VL033,2024.0,verano,22.0,21.0,7.22,7.4,0.0,0.0,0.0,1.0,5000.0,4300.0,600.0,13.2,0.51,0.34,,4.0,63.1,0.0,42.0,282281.0,273863.0
